key,Sentence,checked
610,"వైసీపీకి పట్టుగొమ్మగా ఉన్న ఈ జిల్లాలో జమ్మల మడుగు తప్ప మిగతా చోట్ల వైసీపీ ఆధిక్యం కనిపిస్తోంది.
",0
611,"నెల్లూరు సిటీలో మంత్రి ఆదినారాయణరెడ్డి కంటే వైకాపా అభ్యర్థి అనిల్ కుమార్ యాదవ్ లీడ్ లో ఉన్నాడు.
",0
612,"పోస్టల్ బ్యాలెట్లు ఎక్కువగా వైసీపీకి పడ్డాయి.
",0
613,"జగన్ వేవ్ తో జగనే గెలుస్తున్నాడేమో అని ఉద్యోగులు ఆయనకు ఎక్కువ వేసినట్టున్నారు.
",0
614,"ఇంకా ఈవీఎంలో తొలి రౌండును బట్టి ట్రెండ్స్ కొంచెం తెలిసే అవకాశం ఉంది.
",0
615,"ప్రస్తుతం వైసీపీ రాష్ట్రంలో లీడ్ లో ఉంది.
",0
616,"దేశవ్యాప్తంగా మోడీ గాలి వీచినా తెలంగాణలో టీఆర్ఎస్ అధికారంలో ఉన్నా కాంగ్రెస్ పార్టీ నాలుగు స్థానాలు గెలుచుకుంది.
",0
617,"అందులో రేవంత్ రెడ్డి ఒకరు.
",0
618,"అసెంబ్లీ ఎన్నికల్లో రేవంత్ రెడ్డి ఓడిపోవడంతో అతను కొంతకాలం మౌనంగా ఉండిపోయారు.
",0
619,"అయితే, వెంటనే లోక్ సభ ఎన్నికలు రావడంతో వాటిలో పోటీకి నిలబడ్డారు.
",0
620,"నగర నియోజకవర్గం అయిన మల్కాజిగిరిలో రేవంత్ కాంగ్రెస్ తరఫున నిలబడ్డారు.
",0
621,"ఘన విజయం సాధించారు.
",0
622,"సుమారు ఐద లక్షల ఓట్లు సాధించి టీఆర్ఎస్ అభ్యర్థిని ఓడించారు.
",0
623,"ఇదిలా ఉండగా.
",0
624,"తెలంగాణ రాష్ట్ర కాంగ్రెస్ పార్టీలో కీలక నేతలుగా ఉన్న నలుగురు నేతలు ఎంపీలుగా విజయం సాధించడంతో టీఆర్ఎస్ హవాకు బ్రేకులు పడ్డాయి.
",0
625,"నల్గొండ నుంచి ఉత్తమ్ కుమార్ రెడ్డి, భువనగిరి నుంచి కోమటిరెడ్డి వెంకట్ రెడ్డి, మల్కాజ్ గిరి నుంచి రేవంత్ రెడ్డి, చేవెళ్ల నుంచి కొండా విశ్వేశ్వర్ రెడ్డి ఘన విజయం సాధించారు.
",0
626,"ఇక, ఎనిమిది స్థానాల్లో టీఆర్ఎస్ ఆధిక్యంలో ఉండగా మరో నాలుగు స్థానాల్లో బీజేపీ ఆధిక్యంలో ఉంది.
",0
627,"హైదరాబాదును ముస్లిం పార్టీ దక్కించుకునే అవకాశం ఉంది.
",0
628,"అయితే, రేవంత్ గెలుపు కేసీఆర్ ఖాతాలో వేయాలి.
",0
629,"పట్టుబట్టి అక్కడ రేవంత్ ను కేసీఆర్ ఓడించారు.
",0
630,"అక్కడి ఓడకపోయి ఉంటే.
",0
631,"ఇపుడు పోటీలో ఉండేవారే కాదు, రేవంత్ వంటి బలమైన అభ్యర్థి లేకపోతే మల్కాజిగిరి టీఆర్ఎస్ కే దక్కేది.
",0
632,"కానీ ఇపుడు రేవంత్ కు మరింత పెద్ద పదవి దక్కినట్టయ్యింది.
",0
633,"కేసీఆర్ రేవంత్ స్థాయి పెంచి పార్లమెంటుకు పంపించారు.
",0
634,"కాబట్టి రేవంత్ గెలుపు క్రెడిట్ కేసీఆర్ దే.
",0
