key,Sentence,checked
11295,"ఒక జట్టు కెప్టెనే కాకుండా క్రికెట్‌లో కోహ్లి ఓ సూపర్‌ స్టార్‌.
",0
11296,"ఒకవేళ మేము వికెట్‌ తీసిన క్రమంలో విరాట్‌లా సంబరాలు చేసుకుంటే అభిమానుల మమ్మల్ని మరోలా చూస్తారు.
",0
11297,"కోహ్లి మైదానంలో ఎలా వ్యవహరిస్తాడో అలా చేస్తే మేము కూడా ప్రపంచ క్రికెట్‌లో మొరటవాళ్లగానే మిగిలిపోతాం.
",0
11298,"మైదానంలో కోహ్లి అలా అతి చేయడం సరైన విధానం కాదు’ అని లాంగర్‌ వ్యంగ్యంగా స్పందించాడు.
",0
11299,"ఆసీస్‌ ఆటగాళ్లు స్వదేశంలో ఇంత రక్షణాత్మకంగా ఆడటం తన అనుభవంలో ఎప్పుడూ చూడలేదని సచిన్‌ అన్న వ్యాఖ్యలను లాంగర్‌ తిప్పికొట్టాడు.
",0
11300,"‘అలెన్‌ బోర్డర్‌, డేవిడ్‌ బూన్‌, స్టీవ్‌ వా, మార్క్‌ వా, రికీ పాంటింగ్‌ వంటి దిగ్గజాలతో సచిన్‌ ఆడాడు.
",0
11301,"వారికి ఎంతో టెస్టు మ్యాచ్‌ అనుభవం ఉంది.
",0
11302,"జట్టుకు ఏది అవసరమో వారికి తెలుసు.
",0
11303,"వాళ్లు చాలా సులభంగా ఆడగలరు.
",0
11304,"కానీ ప్రస్తుతం ఉన్న జట్టులో ఉన్న ఆటగాళ్లకు టెస్టు మ్యాచ్‌ అనుభవం చాలా తక్కువ.
",0
11305,"ముఖ్యంగా బ్యాట్స్‌మెన్లకు.
",0
11306,"వారితో ఓపికగా వ్యవహరించాలి’ అని లాంగర్‌ బదులిచ్చాడు.
",0
11307,"అయితే మూడో రోజు ఆట ఆఖర్లో కోహ్లి ఔటైన వెంటనే ఆసీస్‌ స్పిన్నర్‌ నాథన్‌ లయోన్‌ కోహ్లికి డిఫెన్స్‌ ఎలా ఆడాలో చూపుతూ ఎగతాళి చేశాడు.
",0
11308,"టాస్‌కు కాయిన్‌ బదులు బ్యాట్‌.
",0
11309,"న్యూఢిల్లీ : జనరేషన్‌తో పాటుగా మారుతున్న ట్రెండ్‌లను క్రికెట్‌లోకి చొప్పిస్తున్నారు.
",0
11310,"ఇలా చేయడంలో బీబీఎల్‌(బిగ్‌ బాష్‌ లీగ్‌) ట్రెండీగా వ్యవహరిస్తోంది.
",0
11311,"గతంలో బంతి తాకగానే వెలుతురు వచ్చేలా ఎల్‌ఈడీ వికెట్ల(జింగ్స్‌ స్టంప్స్‌)ను క్రికెట్‌కు పరిచయం చేసింది.
",0
11312,"అప్పటి నుంచి ఐపీఎల్‌తో పాటు అంతర్జాతీయ మ్యాచ్‌లలోనూ ఈ స్టంప్స్‌ను వాడుతున్నారు.
",0
11313,"ఇదే పంథాలో ఇప్పుడు మరో కొత్త పద్ధతిని ప్రవేశపెట్టనున్నారు.
",0
11314,"ఇప్పటి వరకూ కాయిన్‌తో టాస్‌ వేసే పద్ధతిని మారుస్తూ బ్యాట్‌తోనే టాస్‌ నిర్ణయించనున్నారట.
",0
11315,"‘మౌంటేన్‌’ అని లేదా ‘ప్లైన్‌’ అన.
",0
11316,"క్రికెట్‌ ఆస్ట్రేలియా (సీఏ) నిర్వహిస్తోన్న బిగ్‌ బాష్‌ లీగ్‌లో ఈ సరికొత్త విధానానికి తెరలేవనుంది.
",0
11317,"ఎలాగంటే.
",0
11318,"ఆతిథ్య జట్టు కెప్టెన్‌ బ్యాట్‌ను కాయిన్‌ లాగా తిప్పుతూ గాల్లోకి వేస్తాడు.
",0
11319,"ప్రత్యర్థి జట్టు కెప్టెన్‌ ‘మౌంటేన్‌’ అని లేదా ‘ప్లైన్‌’ అని చెబుతాడు.
",0
11320,"అతడు చెప్పినట్లు బ్యాట్‌ పడితే టాస్‌ గెలిచినట్లే.
",0
11321,"ఇక దానిని బట్టి బ్యాటింగ్‌.
",0
11322,"బౌలింగా అని నిర్ణయించుకుంటారు.
",0
11323,"కాయిన్‌.
",0
11324,"చిన్న పిల్లల పన.
",0
11325,"‘ఇది ఒక గొప్ప మార్పు.
",0
11326,"ఈ విధానం వల్ల బీబీఎల్‌ ప్రత్యేకత చాటి చెప్పవచ్చు.
",0
11327,"కాయిన్‌తో టాస్‌ వేయడం పిల్లలు చేసే పని.
",0
11328,"గతంలో టాస్‌ను బ్యాట్‌తోనే నిర్ణయించేవారు’ అని బీబీఎల్‌ నిర్వాహకుడు కిమ్‌ మెక్కొనే పేర్కొన్నారు.
",0
11329,"మొదటి ఆటగాడిగా క్రిస్‌ లిన్.
",0
11330,"ఇలా బ్యాట్‌తో టాస్‌ వేయబోయే మొదటి ఆటగాడిగా బ్రిస్బేన్‌ హీట్‌ కెప్టెన్‌ క్రిస్‌ లిన్‌ నిలవనున్నాడు.
",0
11331,"డిసెంబరు 19న అడిలైడ్‌ స్ట్రైకర్స్‌తో జరగనున్న టోర్నీ ఆరంభ మ్యాచ్‌ ఈ సరికొత్త పద్ధతికి వేదిక కానుంది.
",0
11332,"శిఖర్‌ ధావన్‌కు కొత్తపేరు.
",0
11333,"న్యూఢిల్లీ: టీమిండియా ఓపెనర్‌ శిఖర్‌ ధావన్‌, బౌలర్‌ హర్భజన్‌ సింగ్‌ ప్రస్తుతం వెస్టిండీస్‌తో జరుగుతున్న టెస్టు మ్యాచుల్లో ఆడకపోయినప్పటికీ సామాజిక మాధ్య మాల్లో మాత్రం తమదైన శైలిలో పోస్టులు చేస్తూ అభిమానులను ఆకట్టుకుంటున్నారు.
",0
11334,"తాజాగా, శిఖర్‌ ధావన్‌ ఇన్‌స్టాగ్రామ్‌ ఖాతాలో తన ఫొటోను పోస్ట్‌ చేశాడు.
",0
11335,"అందులో అతను కనబడుతున్న తీరు అలరి స్తోంది.
",0
11336,"ఎంతో రిలాక్స్‌గా కూర్చున్నట్లు కనపడుతున్నాడు.
",0
11337,"అయితే, అతను ధరిం చిన దుస్తులు మాత్రం విభిన్నంగా ఉన్నాయి.
",0
11338,"ఒంటిపై నల్లటి శాలువా ధరించి, గడ్డం, గుండుతో ఉన్నాడు.
",0
11339,"ఎవరినో తదేకంగా చూస్తున్నట్లు ఉన్న ఈ ఫొటో సామాజిక మాధ్యమాల్లో వైరల్‌ అవుతోంది.
",0
11340,"దీనిపై స్పందించిన హర్భజన్‌ సింగ్‌.
",0
11341,"ధావన్‌కు కొత్త పేరు పెట్టాడు.
",0
11342,"‘డాకు’ అంటూ కామెంట్‌ చేశాడు.
",0
11343,"హిందీలో డాకు అంటే బందిపోటు అని అర్థం.
",0
11344,"అచ్చం అలాగే తయారైన ధావన్‌కు ఈ పేరు సరిగ్గా సరిపోతుందని నెటిజన్లు కామెంట్లు చేస్తున్నారు.
",0
11345,"తనకు ‘డాకు’ అని పేరు పెట్టినందుకు గానూ భజ్జీకి ధావన్‌ కూడా ఓ కొత్త పేరు పెట్టాడు.
",0
11346,"‘జగ్గా జాట్‌’ అంటూ కామెంట్‌ చేశాడు.
",0
11347,"ధనవంతుల నుంచి దోచుకుని పేదలకు పంచే వ్యక్తిగా 20వ శతాబ్దంలో ప్రసిద్ధి చెందిన పంజాబ్‌ యోధుడి పేరే ‘జగ్గా జాట్‌’.
",0
11348,"ఈ ఇద్దరు క్రికెటర్లు ఒకరికి ఒకరు పెట్టుకున్న పేర్లు అభిమానులను ఆకర్షిస్తున్నాయి.
",0
11349,"ఇటీవల జరిగిన ఆసియా కప్‌లో అద్భుతంగా రాణించిన శిఖర్‌ ధావన్‌ ప్రస్తుతం విశ్రాంతి తీసుకుంటున్నాడు.
",0
11350,"ఎన్‌సీఏ హెడ్‌ కోచ్‌ రేసులో ద్రవిడ్‌.
",0
11351,"న్యూఢిల్లీ: భారత జూనియర్‌ జట్ల కోచ్‌ రాహుల్‌ ద్రవిడ్‌ జాతీయ క్రికెట్‌ అకాడమీ (ఎన్‌సీఏ) హెడ్‌ కోచ్‌గా నియమితులయ్యే ప్రక్రియ మొద లైంది.
",0
11352,"బీసీసీఐ కొత్తగా సష్టించిన ఈ హెడ్‌ కోచ్‌ పదవికి దరఖాస్తుల్ని ఆహ్వానించింది.
",0
11353,"ఇప్ప టికే భారత్‌ ‘ఎ’, అండర్‌-19 జట్లకు ఇన్‌ చార్జ్‌గా ఉన్న ద్రవిడే ఈ పదవి రేసులో ఉన్నా డని బోర్డు తెలిపింది.
",0
11354,"అయితే పారదర్శక నియామక ప్రక్రియలో ఎవరైనా దరఖాస్తు చేసుకోవాల్సిందేనని తెలిపింది.
",0
11355,"దీంతో ద్రవిడ్‌ ఈ పోస్ట్‌కు దరఖాస్తు చేసుకుంటాడని బోర్డు వర్గాలు పేర్కొన్నాయి.
",0
11356,"‘బీసీసీఐలోని అన్ని పదవుల నియామకానికి చేపట్టినట్లే ఈ హెడ్‌ కోచ్‌ కోసం కూడా ప్రక్రియను కొనసాగిం చేందుకే దరఖాస్తుల్ని ఆహ్వానిస్తాం.
",0
11357,"ఈ పదవి రేసులో ద్రవిడే ముందున్నాడు.
",0
11358,"ఇప్పటికే ఆయన జూనియర్‌ జట్లను విజయవంతంగా తీర్చిదిద్దుతున్నాడు’ అని బోర్డు అధికారి ఒకరు వెల్లడించారు.
",0
11359,"దీంతో రాహుల్‌ నామమాత్రంగా ఒక్కసారి దరఖాస్తు సమర్పిస్తే చాలు నియా మకం వెంటనే జరిగిపోయే చాన్స్‌ ఉంది.
",0
11360,"గతంలో నేరుగా చేపట్టిన నియామకాలతో బోర్డుపై విమర్శలు రావడంతో ఇకపై ఏ నియా మకమైనా పారదర్శకంగా చేపట్టాలని బోర్డు నిర్ణయించింది.
",0
11361,"చరిత్ర సృష్టించిన బైల్స్‌.
",0
11362,"దోహా: అమెరికా స్టార్‌ జిమ్నాస్ట్‌ సిమోన్‌ బైల్స్‌ అరుదైన ఘనత సాధించింది.
",0
11363,"శుక్రవారం దోహా వేదికగా జరిగిన ప్రపంచ చాంపియన్‌షిప్‌ వ్యక్తిగత వాల్ట్‌ విభాగంలో సిమోన్‌ బైల్స్‌ స్వర్ణం సాధించింది.
",0
11364,"తద్వారా ప్రపంచ చాంపియన్‌షిప్‌లో 13 పసిడి పతకాలు నెగ్గిన తొలి జిమ్నాస్ట్‌గా చరిత్ర సష్టించింది.
",0
11365,"వరల్డ్‌ చాంపియన్‌షిప్‌లో 21 ఏళ్ల సిమోన్‌ బైల్స్‌కు ఇది నాలుగో స్వర్ణం కావడం విశేషం.
",0
11366,"తాజా స్వర్ణ పతకంతో బెలారస్‌కు చెందిన పురుష జిమ్నాస్ట్‌ విటలీ చెర్బో (12) పేరు మీద ఉన్న ఆల్‌ టైమ్‌ రికార్డును ఆమె బద్దలు కొట్టింది.
",0
11367,"ఇక, ప్రస్తుతం దోహాలో జరుగుతున్న ప్రపంచ చాంపియన్‌షిప్‌లో ఆమెకిది మూడో స్వర్ణం.
",0
11368,"ఇంకో మూడు విభాగాల్లో పోటీపడనున్న ఆమె, వాటిల్లో కూడా స్వర్ణ పతకాలు గెలవాలనే పట్టుదలతో ఉంది.
",0
11369,"బైల్స్‌ ఈ అరుదైన ఘనతను అందుకోవడానికి ముందు కిడ్నీలో స్టోన్స్‌ ఉన్న కారణంగా ఆమె ఆసుపత్రిలో చికిత్స పొందడం విశేషం.
",0
11370,"రేపటి నుంచి స్టార్‌స్పోర్ట్స్‌-1 తెలుగు.
",0
11371,"విశాలాంధ్ర బ్యూరో-హైదరాబాద్‌ : స్పోర్ట్స్‌ ప్రసార కార్యక్రమాల్లో తిరుగులేని స్థాయిలో అంతర్జాతీయంగా దూసుకుపోతున్న స్టార్‌ స్పోర్ట్స్‌ తాజాగా స్టార్‌ స్పోర్ట్స్‌ 1 తెలుగు ఛానెల్‌తో మరో అడుగు ముందుకేసింది.
",0
11372,"ఆంధ్రప్రదేశ్‌, తెలంగాణ ప్రాంతాల్లో స్పోర్ట్స్‌ని అమితంగా ఇష్టపడే వారికోసం ఇక నుంచి వారి భాషలోనే అన్ని కార్యక్రమాలు ప్రసారం చేయనుంది.
",0
11373,"ఈ నెల 7వ తేదీ నుంచి తెలుగులో ఛానెల్‌ లైవ్‌ మొదలుకాబోతుందని, వివో ప్రో కబడ్డీ లీగ్‌తో తన ప్రయాణాన్ని ప్రారంభించనుందని వివో ప్రో కబడ్డీ లీగ్‌ కమిషనర్‌ అనుపమ్‌ గోస్వామి తెలిపారు.
",0
11374,"లైవ్‌తో పాటు నాన్‌ లైవ్‌ కంటెంట్‌ని ప్రతిక్షణం అందించేందుకు క్రీడానిపుణులు, కామెంటేటర్స్‌, ఆటగాళ్లు స్టార్‌ స్పోర్ట్స్‌ 1 తెలుగులో అందుబాటులో ఉంటారన్నారు.
",0
11375,"తెలుగు టైటాన్స్‌ లీడింగ్‌ రైడర్‌ రాహుల్‌ చౌదరి మాట్లడుతూ కొన్ని సీజన్ల నుంచి తనకు ఇక్కడి ప్రజల నుంచి అపూర్వమైన స్పందన లభిస్తోందని తెలిపారు.
",0
11376,"ప్రతి మ్యాచ్‌ని ఇక్కడి ప్రజలు ప్రోత్సహిస్తున్నారని, తమపై వారు చూపిస్తున్న అభిమానం వెలకట్టలేనిదన్నారు.
",0
11377,"వివో ప్రో కబడ్డీ ఆంధ్రప్రదేశ్‌, తెలంగాణ రాష్ట్రాలకు బ్రాండ్‌ అంబాసిడర్‌గా ఉన్న సూపర్‌స్టార్‌ రానా దగ్గుబాటి వ్యవహరించనున్నారు.
",0
11378,"ఈ నెల 7వ తేదీ నుంచి విశాఖపట్నంలోని రాజీవ్‌గాంధీ ఇండోర్‌ స్టేడియంలో ఈ మ్యాచ్‌లు ప్రారంభం కానున్నాయి.
",0
11379,"కోట్లా పిచ్‌పై పాంటింగ్‌ ఫైర్‌ .
",0
11380,"న్యూఢిల్లీ : సొంతగడ్డపై జరిగిన మూడో మ్యాచ్‌లో ఢిల్లీ క్యాపిటల్స్‌ ఓటమి చెందడంపై ఆ జట్టు హెడ్‌ కోచ్‌ రికీ పాంటింగ్‌ అసహనం వ్యక్తం చేశాడు.
",0
11381,"సన్‌రైజర్స్‌ హైదరాబాద్‌తో గురువారం జరిగిన మ్యాచ్‌లో బ్యాటింగ్‌, బౌలింగ్‌లో విఫలమైన ఢిల్లీ క్యాపిటల్స్‌ 5 వికెట్ల తేడాతో ఓటమి చెందిన విషయం తెలిసిందే.
",0
11382,"అయితే పిచ్‌పై తమ అంచనా తప్పిందని, దీంతోనే మ్యాచ్‌ చేజార్చుకోవాల్సి వచ్చిందని పాంటింగ్‌ అభిప్రాయపడ్డాడు.
",0
11383,"మ్యాచ్‌ అనంతరం మాట్లాడుతూ:.
",0
11384,"ఇంత చెత్త పిచ్‌ మరెక్కడా ఉండదని మండిపడ్డాడు.
",0
11385,"‘కోట్లా పిచ్‌ స్పందించిన తీరు మమ్మల్ని ఆశ్చర్యపరిచింది.
",0
11386,"మ్యాచ్‌ జరుగుతున్న సమయంలో పిచ్‌ స్పందిస్తున్న తీరు చూసి ఆశ్చర్యానికి గురయ్యాం.
",0
11387,"మ్యాచ్‌కి ముందు గ్రౌండ్స్‌మెన్‌తో మాట్లాడితే.
",0
11388,"ఈ పిచ్‌ బెస్ట్‌ అంటూ చెప్పారు కానీ.
",0
11389,"అది చెత్త పిచ్‌ అని మ్యాచ్‌ ఆరంభమైన కొద్దిసేపటికే అర్థమైంది.
",0
11390,"పిచ్‌ నెమ్మదిగా స్పందించడమే కాకుండా.
",0
11391,"అనూహ్యమైన బౌన్స్‌ కూడా లభించింది.
",0
11392,"హైదరాబాద్‌ బౌలర్లకు ఈ పిచ్‌ సరిగ్గా సరిపోయింది.
",0
11393,"ఈ అవకాశాన్ని ఉపయోగించుకుని.
",0
11394,"పిచ్‌కు తగ్గట్లుగా బౌలింగ్‌ చేశారు.
",0
11395,"ఇక్కడ మూడు మ్యాచ్‌లు జరగ్గా.
",0
11396,"రెండు మ్యాచ్‌ల్లో మా ప్రత్యర్థులు మాకంటే మెరుగ్గా రాణించి విజయం సాధించారు.
",0
11397,"మా బౌలర్లుకు ఈ తరహా పిచ్‌ సరైంది కాదు.
",0
11398,"మేం పిచ్‌ ఇలా ఉంటుందని అస్సలు ఊహించలేదు.
",0
11399,"గ్రౌండ్స్‌మెన్‌ చెప్పినట్లు కూడా లేకపోవడంతో ఆశ్చర్యపోవడం మావంతైంది.
",0
11400,"ఇక మా బ్యాట్స్‌మెన్‌ చెత్త షాట్లు ఆడారు.
",0
11401,"మేం 160-165 పరుగులు చేస్తామనుకున్నాం.
",0
11402,"ఈ మ్యాచ్‌లో బౌలర్లను నిందించదల్చుకోలేదు.
",0
11403,"వారి శక్తి మేరకు అద్భుతంగా రాణించారు.
",0
11404,"బ్యాటింగ్‌ వల్లే ఓడిపోవాల్సి వచ్చింది’ అని పాంటింగ్‌ చెప్పుకొచ్చాడు.
",0
11405,"అజరు రొహేరా ఫస్ట్‌క్లాస్‌ రికార్డు.
",0
11406,"ఇండోర్‌: ఫస్ట్‌ క్లాస్‌ క్రికెట్‌లో ప్రపంచ రికార్డు నమోదైంది.
",0
11407,"మధ్యప్రదేశ్‌-హైదరాబాద్‌ మధ్య జరిగిన రంజీ మ్యాచ్‌లో ఓపెనర్‌ అజరు రొహేరా 267 నాటౌట్‌గా నిలిచాడు.
",0
11408,"దీంతో ఫస్ట్‌ క్లాస్‌ అరంగేట్ర మ్యాచ్‌లో అత్యధిక పరుగులు చేసిన బ్యాట్స్‌మెన్‌గా రికార్డు నెలకొల్పాడు.
",0
11409,"ఈ రికార్డు ఇప్పటి వరకూ దిగ్గజ క్రికెటర్‌ అమోల్‌ మజుమ్‌ధార్‌ (260) పేరిట ఉంది.
",0
11410,"అమోల్‌ 1994లో హర్యాణాపై ఈ ఘనత సాధించాడు.
",0
11411,"21 ఏళ్ల అజరు రొహేరా 267 పరుగుల ఇన్నింగ్స్‌లో 21 ఫోర్లు, 5 సిక్సులు ఉన్నాయి.
",0
11412,"ఈ మ్యాచ్‌లో మధ్యప్రదేశ్‌ ఇన్నింగ్స్‌ 253 పరుగుల తేడాతో హైదరాబాద్‌పై విజయం సాధించింది.
",0
11413,"అజరు రొహేరా 267 పరుగులు చుయడంతో మధ్య ప్రదేశ్‌ తరపున అత్యధిక పరుగులు చేసిన ఆటగాడిగా నిలిచాడు.
",0
11414,"ఇప్పటి వరకూ జేపీ యాదవ్‌(265) పేరిట ఈ రికార్డు ఉంది.
",0
11415,"నిష్క్రమణ అంచున భారత్‌.
",0
11416,"కోల్‌కతా : డేవిస్‌ కప్‌ 2019 క్వాలిఫికేషన్‌లో భారత్‌ నిష్క్రమణ అంచులో నిలబడింది.
",0
11417,"కోల్‌కతాలోని సౌత్‌ క్లబ్‌లో వేదికగా భారత్‌-ఇటలీ మధ్య జరుగుతున్న క్వాలిఫైయింగ్‌ పోరులో తొలిరోజు భారత్‌ ఇటలీ చేతిలో 0-2 తేడాతో వెనుకబడింది.
",0
11418,"భారత్‌ రెండు సింగిల్స్‌ మ్యాచుల్లోనూ ఓటిమిపాలైంది.
",0
11419,"దీంతో శనివారం జరుగనున్న డబుల్స్‌ మ్యాచ్‌లో తప్పనిసరిగా గెలవాల్సిన పరిస్థితిలో నిలిచింది.
",0
11420,"తొలి సింగిల్స్‌ మ్యాచ్‌లో భారత యువ సంచలనం రామ్‌కుమార్‌ రామనాథన్‌ ఆండ్రియస్‌ సిప్పీ చేతిలో 6-4, 6-2 తేడాతో ఓడిపోయాడు.
",0
11421,"తొలి సెట్‌లో రామ్‌ ఆధిక్యంలో ఉన్నా కీలక సమయాల్లో బ్రేక్‌ పాయింట్లు సాధించడంలో విఫలం కావడంతో పుంజుకున్న సిప్పీ 6-4తో సెట్‌ను గెలుచుకున్నాడు.
",0
11422,"రెండో సెట్‌ సిప్పీ ఏకపక్షంగా సొంతం చేసుకున్నాడు.
",0
11423,"రెండో మ్యాచ్‌లో భారత నెంబర్‌ వన్‌ ప్రజ్నేశ్‌ గుణేశ్వరన్‌ను మట్టేఓ బెర్రెట్టిని 6-4, 6-3 తేడాతో ఓడించాడు.
",0
11424,"శనివారం డబుల్స్‌ మ్యాచ్‌లో రోహన్‌ బోపన్న-దివిజ్‌ శరణ్‌ల జోడీ ఇటలీ సింగిల్స్‌ టాప్‌ ఆటగాడు మార్కో సిచ్చినాటో-సిమోనీ జోడీతో తలపడనుంది.
",0
11425,"ఒత్తిడితోనే చిత్తు : కేన్‌.
",0
11426,"వెల్లింగ్టన్‌: ఛేదనలో ఒత్తిడి తమను చిత్తుచేసిందని న్యూజిలాండ్‌ సారథి కేన్‌ విలియమ్సన్‌ అన్నాడు.
",0
11427,"టీమిండియాతో ఐదో వన్డేలో ఓటమి తర్వాత మీడియాతో మాట్లాడాడు.
",0
11428,"కష్టమైన లక్ష్యాన్ని ఛేదించే క్రమంలో తమ జట్టు నిరంతరం ఒత్తిడికి గురైందని పేర్కొన్నాడు.
",0
11429,"తొలుత బ్యాటింగ్‌కు దిగిన టీమిండియా 252 పరుగులు చేసింది.
",0
11430,"లక్ష్య ఛేదనలో ఒడుదొడుకులకు గురైన కివీస్‌ విజయానికి 35 దూరంలో నిలిచిపోయింది.
",0
11431,"‘పిచ్‌ చాలా భిన్నంగా ఉంది.
",0
11432,"భారత్‌ గెలుపునకు అవసరమైన స్కోరు చేసింది.
",0
11433,"నిజం చెప్పాలంటే కొన్ని ఎక్కువ పరుగులే చేసింది.
",0
11434,"ఛేదించడం కష్టమని తెలుసు.
",0
11435,"అనవసర సమయాల్లో వికెట్లు చేజార్చుకున్నాం.
",0
11436,"టీమిండియా మాత్రం అలా చేయలేదు.
",0
11437,"రాయుడు అద్భుతంగా ఆడి 90 పరుగులు చేశాడు.
",0
11438,"ఆ తర్వాత మాపై ఒత్తిడి పెంచారు.
",0
11439,"ఇది మాకో పాఠం.
",0
11440,"టామ్‌ లేథమ్‌, నేను మ్యాచ్‌ను ఛేదనను ముందుకు తీసుకుపోవాల్సింది.
",0
11441,"టీమిండియా మాకు పాఠం నేర్పింది.
",0
11442,"సిరీస్‌ విజయానికి వారు అర్హులు.
",0
11443,"సిరీస్‌లో ఒత్తిడికి తలొగ్గకుండా ముందుకు పోవాలనుకున్న ప్రతిసారీ భారత్‌ మరింత ఒత్తిడి పెంచింది’ అని కేన్‌ విలియమ్సన్‌ అన్నాడు.
",0
11444,"ఆఫ్ఘన్‌ల జోరెంత..?.
",0
11445,"పసి కూనగా క్రికెట్‌ ప్రయానం మెదలుపెట్టి, అనతి కాలంలో లోనే టెస్టు హోదా సాధించేసి.
",0
11446,"వెస్టిండీస్‌, బంగ్లా, లంక వంటి జట్లకు సైతం షాకిచ్చిన జట్టు ఆఫ్ఘనిస్థాన్‌.
",0
11447,"2015లో ప్రపంచకప్‌లో పాల్గొన్నా.
",0
11448,"ప్రభావం చూపని జట్టు ఈ సారి ఏకంగా ప్రపంచకప్‌ క్వాలిఫయింగ్‌ టోర్నీ గెలిచి, వరల్డ్‌ కప్‌లో నేనూ ఉన్నాను.
",0
11449,"నన్నూ కాచుకోండంటూ మేటి జట్లకు సవాల్‌ విసురుతోంది.
",0
11450,"మరి ఈ పఠాన్‌ల జట్టు జోరెంత.
",0
11451,"విశాలాంధ్ర స్పోర్ట్స్‌ డెస్క్‌ :.
",0
11452,"రెండేళ్లగా ఆఫ్ఘనిస్థాన్‌ ప్రదర్శన గమనిస్తున్న జట్టు ఏదైనా వీరిని అంత తేలికగా తీసుకునే సాహసం చేయకపోవచ్చు.
",0
11453,"2017 ఆసియా కప్‌లో శ్రీలంక, బంగ్లాలను ఓడించి భారత్‌, పాక్‌లకు గట్టి పోటీనే ఇచ్చింది.
",0
11454,"ఈ క్రమంలో రౌండ్‌ రాబిన్‌ విధానంలో జరుగుతున్న ప్రపంచకప్‌ ఆఫ్ఘన్‌కు కలిసొచ్చేదే.
",0
11455,"ప్రపంచ టీ20 లీగులో మేటి క్రికెటర్లుతో కలిసి ఆడడంతో రషీద్‌ ఖాన్‌, నబీ, ముజీబ్‌ వంటి వారు ఆఫ్ఘన్‌ జట్టులో కీలకంగా మారనున్నారు.
",0
11456,"స్పిన్నర్లే బలం.
",0
11457,"బ్యాటింగ్‌ కంటే స్పిన్నర్ల పైనే ఆఫ్ఘనిస్థాన్‌ ఎక్కువగా ఆధారపడుతుంది.
",0
11458,"ఐపీఎల్‌లో రాణిస్తూ తమ ఫ్రాంచైజీలకు కీలక స్పిన్నర్లగా మారిన రషీద్‌, ముజీబ్‌ మెగా టోర్నీలోనూ అదరగొడితే ఆఫ్ఘన్‌ పోటీలో నిలిచే అవకాశం ఉంటుంది.
",0
11459,"బ్యాటింగ్‌లో ఓపెనర్‌ షెహజాద్‌ భారీ హిట్టింగ్‌కు వెళ్లగలడు.
",0
11460,"హజ్రతుల్లా, అస్గర్‌, నబీ మిడిలార్డర్‌లో కీలకం.
",0
11461,"దౌలత్‌ జాద్రాన్‌, అఫ్తాబ్‌ ఆలమ్‌, హమీద్‌లు పేస్‌ విభాగాన్ని నడుపనున్నారు.
",0
11462,"కెప్టెన్సీ మార్పు దెబ్బే.
",0
11463,"టోర్నీ కొన్ని రోజుల ముందే అనుభం ఉన్న రెగులర్‌ కెప్టెన్‌ ఆస్గర్‌ను తప్పించి కొత్త కురాడు గుల్‌బదిన్‌ బాధ్యతలు అప్పగించడం జట్టులో చర్చనీయంగా మారింది.
",0
11464,"కొందరు సభ్యులు బాహాటంగానే ఈ నిర్ణయాన్న వ్యతిరేకంచారు.
",0
11465,"చాలా కాలంగా ఆటకు దూరంగా ఉన్న వెటరన్‌ బౌలర్‌ హమీద్‌ను జట్టులోకి తీసుకోడం పేస్‌ విభాగం బలంగా లేకుండాపోయింది.
",0
11466,"పేస్‌ పిచ్‌లు ఉన్న ఇంగ్లండ్‌లో 30 ఓవర్లు పాటు స్పిన్‌పైనే ఆధారపడడం విజయావకాశాలను దెబ్బతీసే ప్రమాదం ఉంది.
",0
11467,"మరి ఈ ప్రతికూలతలను వెనక్కు నెట్టి, కలిసి కట్టుగా ఆడే వీరి తత్వంతో ఆఫ్ఘనిస్థాన్‌, ఇంగ్లండ్‌ పిచ్‌లపై చాంపియన్‌ జట్లకు పోటీ ఇవ్వడానికి సిద్ధం అవుతున్న వేళ, వీరి ఆటతీరుని గమనించాల్సిందే.
",0
11468,"రఫ్ఫాడించిన రస్సెల్‌.
",0
11469,"కోల్‌కతా : ఈడెన్‌ గార్డెన్స్‌ వేదికగా సన్‌రైజర్స్‌ హైదరాబాద్‌, కోల్‌కతా నైట్‌రైడర్స్‌ మధ్య ఆదివారం జరిగిన మ్యాచ్‌ అభిమానులకు అసలైన టీ20 మజాను పంచింది.
",0
11470,"తొలుత వార్నర్‌ వీర విహారం చేయగా.
",0
11471,"ఛేదనలో కేకేఆర్‌ తరపున రస్సెల్‌ భారీ హిట్టింగ్‌తో కోల్‌కతాకు అనూహ్య విజయాన్ని అందించాడు.
",0
11472,"టాస్‌ ఓడి బ్యాటింగ్‌కు దిగిన సన్‌రైజర్స్‌ హైదరాబాద్‌ కోల్‌కతా నైట్‌రైడర్స్‌ ముందు 182 పరుగుల లక్ష్యాన్ని ఉంచింది.
",0
11473,"జట్టులోకి తిరిగి చేరిన డేవిడ్‌ వార్నర్‌ ఓపెనర్‌గా అదరగొట్టి సన్‌రైజర్స్‌ భారీ స్కోరు చేయడంలో ముఖ్యపాత్ర పోషించాడు.
",0
11474,"ఈ ప్రదర్శనతో (53 బంతుల్లో 9 ఫోర్లు, 3 సిక్సర్ల సాయంతో 85 పరుగులు) తానెంత ప్రమా దకరమైన ఆటగాడో మరోసారి చాటి చెప్పాడు.
",0
